"MODEL","SCENARIO","REGION","VARIABLE","UNIT",2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",,0.0,0.4562544,0.98002569,1.2958476300000001,1.4050024700000001,1.47810261,1.2919668299999998,1.1219925800000001,0.97215569,0.8557644600000001
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Coal","EJ/yr",,0.0,0.47295249999999994,2.4280866999999997,4.2424664,5.4911445400000005,6.71784707,6.777481900000001,6.330916,5.7620417,5.112032
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Coal|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Coal|w/o CCS","EJ/yr",,0.0,0.47295249999999994,2.4280866999999997,4.2424664,5.4911445400000005,6.71784707,6.777481900000001,6.330916,5.7620417,5.112032
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Gas","EJ/yr",,0.0,0.5049857,2.5387659000000005,4.1078096,4.78633641,5.1668915900000005,4.735208699999999,4.0664611,3.3354606,2.9048893
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Gas|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Gas|w/o CCS","EJ/yr",,0.0,0.5049857,2.5387659000000005,4.1078096,4.78633641,5.1668915900000005,4.735208699999999,4.0664611,3.3354606,2.9048893
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Liquids|Oil","EJ/yr",,15.399817,19.160044,20.770273000000003,23.932187,27.3191423,30.2869656,33.8825497,36.8759235,38.8975611,38.763661
"GCAM4","SSP5-Baseline","R5.2LAM","Secondary Energy|Solids","EJ/yr",,3.5833506999999996,3.3849145999999997,3.5386863999999996,3.6023593000000003,3.5088148,3.3102424999999993,3.0313654000000003,2.7246281999999997,2.4245102000000003,2.0856093400000004
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Demand|Crops","million t DM/yr",,374.14271529536086,473.2104975190348,577.1864020720153,682.0119950518,784.467890907991,873.8051671198607,957.143746134245,1031.808372549822,1069.8227364404931,1075.7935200284112
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Demand|Crops|Energy","million t DM/yr",,203.52222857142854,385.0736571428575,709.568342857143,1098.2396000000015,1405.3823428571422,1586.9462857142867,1674.418171428571,1698.6234285714286,1685.580914285714,1625.155085714284
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Demand|Livestock","million t DM/yr",,15.9918337176297,21.408083937416908,27.126866744258308,33.26816611370205,39.86083772166763,46.76655614739087,53.865058540802806,60.80027195020897,65.78585945452768,69.18024415393359
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Production|Crops|Energy","million t DM/yr",,0.0,26.40703622857142,52.774018742857045,87.76361234285707,117.58610394285711,134.1953553714285,135.34581005714278,131.95415045714284,128.2868977714286,120.41250394285706
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Production|Crops|Non-Energy","million t DM/yr",,338.867371537926,412.0222713476387,505.257777746932,647.630401389118,797.9895444924872,821.2792714247681,831.0356739967556,830.6083273622302,810.172884389416,774.7248454711704
"GCAM4","SSP5-Baseline","R5.2MAF","Agricultural Production|Livestock","million t DM/yr",12.0057083233173,13.63371789550146,19.04997617462016,24.768735757195742,30.910054683174483,37.5027544870293,44.408467628595304,51.50692779583344,58.44209181117864,63.42769069035666,66.82210933286325
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity","GW",,632.2779859487867,629.8674879950399,996.4781864536195,1597.241449538884,2342.644621844671,3194.0941441945974,3980.078755663704,4545.6941816431645,4875.171717462699,5050.900836047259
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Biomass","GW",,0.11972031963470309,3.829184305238453,12.602040723300357,28.94482254407662,53.74215436326729,85.2173725266362,120.70735992199386,152.56227585140795,175.66422548833089,189.39202193524852
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Coal","GW",,42.034408295281615,65.73699185058348,100.8654256246829,150.38055634830033,213.6407448233766,278.0100889063293,345.5000051528413,406.21581803335954,462.1304342656016,524.9019235952555
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Gas","GW",,151.50053272450515,278.21322569444413,420.7537556047059,619.3950628170982,834.4197216276624,976.8422880041852,1100.5505093068236,1176.2042613838155,1157.4414544488832,1175.188499587773
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Geothermal","GW",,0.20990257166413,4.3275284595383,12.522156028031464,17.000378099632155,17.409340277777773,17.453535602168945,17.453722055745807,17.438309075342477,17.42618907756214,17.40367488743024
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Nuclear","GW",,1.53462709284627,2.8732391200180354,29.10937239275043,90.8401588660579,153.75275635605152,221.67360913805732,293.7981062559892,364.8813969220365,403.3134572833873,407.82595587406297
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Oil","GW",,418.5238647894468,213.06052019913778,272.7464388318116,344.12862553906626,401.31936009639696,542.2297245211819,653.8471048959917,769.7205190100196,905.1741374936569,1006.7398978548333
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Other","GW",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Solar","GW",,0.054794520547945216,27.727687103466508,70.35483390430576,182.26005009546,397.7926007746021,705.5671299824446,1007.149123564231,1183.5445425118733,1281.3346013687508,1266.6693473139185
"GCAM4","SSP5-Baseline","R5.2MAF","Capacity|Electricity|Wind","GW",,0.710170991278297,10.462810685495237,47.83689324002387,126.00017612721422,221.11848100650923,306.4931728157237,369.30788127061123,392.2042761625201,378.6066355276512,363.1200742009138
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|BC","Mt BC/yr",,1.9769687558400002,1.92121778932,1.9141179296600002,1.817778496068,1.5658125344469997,1.6021549671,1.6444494455099998,1.65283455926,1.6234973794600003,1.55630691996
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CH4","Mt CH4/yr",,56.637573825,60.1474024,76.460970365,96.828025772,118.31790962999999,136.060126844,147.771543018,149.236886031,147.04865659700002,136.98271606100002
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CH4|Fossil Fuels and Industry","Mt CH4/yr",28.424614462999997,29.894101709999997,26.271966172,33.41432225,42.768620907999995,51.620497105999995,56.813611200000004,55.317704744,43.674638234999996,32.110715971,22.507303075000003
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CH4|Land Use","Mt CH4/yr",,26.743470936999998,33.875436113999996,43.046648546,54.059404915,66.69741261200001,79.246516046,92.453838626,105.562248261,114.937940278,121.242017413
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO","Mt CO/yr",,259.302314948,239.512601725,227.382598148,222.93658206,209.95989871599997,203.76552522499998,197.38961229999998,191.98015066300002,186.19921713200003,179.720521239
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO2","Mt CO2/yr",,4574.221554014607,4432.708911462888,6285.858169835564,9691.60471530635,12869.684226896661,15946.57131097965,19013.70216462054,21327.35469278794,22934.376620859468,23766.023708977
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",,132.15611566666635,187.61666000000034,287.2116500000003,451.3303666666663,662.7218033333332,891.7300333333337,1139.2245333333335,1393.6647999999998,1645.1339666666672,1879.0328333333339
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",,2964.23040560427,3833.839470509225,5866.5140340132375,8865.743953448353,12291.322376783,15894.68078394698,19081.22455422553,21405.24448618327,23136.648908465137,24066.66206447801
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|CO2|Land Use","Mt CO2/yr",,1609.9911484103338,598.8694409536672,419.344135822333,825.8607618580004,578.3618501136671,51.8905270326667,-67.52238960499994,-77.88979339533331,-202.27228760566663,-300.6383555010003
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|F-Gases","Mt CO2-equiv/yr",,20.7625034451,156.12872886002,407.5842586049,609.793523146,887.7524551844,1237.4177024747999,1600.9755501584,1871.9626086776,2001.2607212845999,2013.8789363291999
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|Kyoto Gases","Mt CO2-equiv/yr",,4901.4312850701,6099.23521639502,8975.54475040223,12937.90917985,17454.05416622707,22080.82308164547,26140.253337944392,28965.83455492527,30903.14483448624,31668.993707562862
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|N2O","kt N2O/yr",,1674.9346750000002,2023.9672960000003,2637.064079,3478.5053409999996,4399.640697,5169.970743000001,5895.000357,6544.856451999999,6985.487115,7236.956644000001
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|N2O|Land Use","kt N2O/yr",,1404.673989,1649.230818,2024.2211519999998,2477.0626190000003,2984.598091,3426.952712,3879.268374,4314.866587,4595.827480000001,4752.27648
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|NH3","Mt NH3/yr",,4.7207395183,7.118523682999999,9.674795549,12.676201626,15.870521509000001,18.807532779000002,21.291291990999998,23.682986141999997,25.079310056999997,25.173261143999998
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|NOx","Mt NO2/yr",,17.855394632,16.409250636,16.866747023,18.25449551,18.356272975,19.807885446,20.415790282,19.853024101,18.295476168,15.970623881999998
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|OC","Mt OC/yr",,11.308873319399998,10.599574306700001,10.121957892500001,9.3423134947,8.24290680237,7.96488110542,7.842636763950001,7.74723816652,7.6700720449,7.622599511650001
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|Sulfur","Mt SO2/yr",,14.005925445,10.543343418000001,10.819156083,12.133941182000001,11.151611718,12.176254893,12.588589097,12.264626717,11.441910474,10.103172408999999
"GCAM4","SSP5-Baseline","R5.2MAF","Emissions|VOC","Mt VOC/yr",,38.649663331,41.02232,44.709750948,49.310704662999996,52.45864409,53.612796132,52.264657292,46.559611173,39.643482199000005,33.769937465999995
"GCAM4","SSP5-Baseline","R5.2MAF","Energy Service|Transportation|Freight","bn tkm/yr",,1453.7975807,2088.075902,3267.727527,5145.5909249999995,7547.493318999999,10363.328809999999,13666.14944,17273.1137,21136.2011,24958.67612
"GCAM4","SSP5-Baseline","R5.2MAF","Energy Service|Transportation|Passenger","bn pkm/yr",,8633.7717377,11491.8776891,15408.486301200002,20359.171666,26004.589959,33119.934763,40193.844604,45915.865279,49624.86642300001,51094.607051000006
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy","EJ/yr",,44.920991924999996,58.953366798000005,81.82467075900001,115.94659171200001,155.964884254,198.11905509300001,238.224079723,269.84782779200003,291.639140847,304.48882254
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Electricity","EJ/yr",,4.53228389,7.9848811269999995,13.946660078,23.556711523,35.086143727,46.447864349999996,57.13000826,65.094989819,68.94184537299999,71.185306048
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Gases","EJ/yr",,8.411787688,10.904806838,14.793164195000001,19.800686287999998,24.488784912999996,28.941865810999996,33.370348209999996,36.905864111,39.248579306,42.318874373999996
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Heat","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Hydrogen","EJ/yr",,0.0,0.03696681,0.17417694700000003,0.528724407,1.1625731330000002,1.746821301,2.338708557,2.8790162070000003,3.374171944,3.65533382
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Industry","EJ/yr",,16.296187857,22.917597118000003,34.220111059999994,50.010419271,64.927699708,76.37230717,85.97920340300001,93.242974442,98.146312208,101.646727007
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Liquids","EJ/yr",,16.982188327,22.612976282,33.472285497,51.359566143,73.74459943000001,99.822102087,125.01825669,145.86734024799998,162.327759854,171.26737713999998
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Residential and Commercial","EJ/yr",,17.835450079,21.653791651,26.662280782,34.608282881,46.989176070999996,62.011083714,76.006169206,85.179286267,88.98716203,88.06023563800001
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Solids","EJ/yr",,14.994732019999999,17.413735741,19.438384042,20.700903351,21.482783051,21.160401544,20.366758005999998,19.100617407,17.74678437,16.061931158
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Solids|Biomass","EJ/yr",,13.784981687000002,15.909504109999999,17.54201997,18.328981418,18.771022383000002,18.207478225000003,17.349841709,16.140590054,14.882292026000002,13.351431876
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Solids|Biomass|Traditional","EJ/yr",,10.2373478,10.5128662,8.68518899,5.3271204480000005,3.294170663,2.4986981779999997,2.301214768,2.249698086,2.188344451,2.093372394
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Solids|Coal","EJ/yr",,1.209750333,1.5042316310000001,1.896364072,2.371921933,2.711760668,2.952923319,3.016916297,2.960027353,2.8644923440000003,2.710499282
"GCAM4","SSP5-Baseline","R5.2MAF","Final Energy|Transportation","EJ/yr",,10.789353988999999,14.381978028999999,20.942278917000003,31.32788956,44.048008474999996,59.73566420899999,76.23870711400001,91.425567083,104.50566660900002,114.78185989499998
"GCAM4","SSP5-Baseline","R5.2MAF","GDP|PPP","billion US$2005/yr",,5298.538295267334,8492.919226832948,15273.455393099646,28152.59521865176,47585.51468671685,75102.4328365393,111778.28938153535,156013.0178286815,207561.3062065003,263520.09644792444
"GCAM4","SSP5-Baseline","R5.2MAF","Land Cover|Built-up Area","million ha",,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005,7.2089167000000005
"GCAM4","SSP5-Baseline","R5.2MAF","Land Cover|Cropland","million ha",,285.22635948,305.36254821999995,326.7185462958,364.3137703047,388.2351739884,390.29494322370005,383.4354512549,373.068946088,358.36932588609994,339.9733640966
"GCAM4","SSP5-Baseline","R5.2MAF","Land Cover|Forest","million ha",,411.04701534000003,408.71071718999997,405.81422015,400.0041022,395.31557783000005,394.25494934,393.64739245000004,393.04979262999996,394.09052439,396.24198033000005
"GCAM4","SSP5-Baseline","R5.2MAF","Land Cover|Pasture","million ha",,1076.56914995,1071.4148730099998,1066.90307521,1055.93744719,1051.89880485,1058.7542102400002,1069.94450209,1082.65266049,1094.00511592,1104.58341452
"GCAM4","SSP5-Baseline","R5.2MAF","Population","million",,1237.419,1495.4889999999998,1728.1040000000003,1931.4889999999998,2085.759,2185.143,2237.161,2242.1639999999998,2204.656,2130.578
"GCAM4","SSP5-Baseline","R5.2MAF","Price|Carbon","US$2005/t CO2",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy","EJ/yr",,58.26001118999999,76.175990443,111.569261504,162.266538455,219.747521846,277.965882651,329.95045496999995,368.057654667,392.822692998,406.668481744
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Biomass","EJ/yr",,13.798986800000002,17.2516552,21.102634990000002,24.546313448000003,27.888361662999998,30.270258178000002,31.603532767999997,31.975608086,31.686010450999998,30.533586394000004
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Biomass|Traditional","EJ/yr",,10.2373478,10.5128662,8.68518899,5.3271204480000005,3.294170663,2.4986981779999997,2.301214768,2.249698086,2.188344451,2.093372394
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Biomass|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Biomass|w/o CCS","EJ/yr",,13.798986800000002,17.2516552,21.102634990000002,24.546313448000003,27.888361662999998,30.270258178000002,31.603532767999997,31.975608086,31.686010450999998,30.533586394000004
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Coal","EJ/yr",,4.6012302,7.5375250000000005,16.684086999999998,29.147209999999998,43.31577,58.77131,69.82208000000001,77.08765,84.15221,86.98902000000001
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Coal|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Coal|w/o CCS","EJ/yr",,4.6012302,7.5375250000000005,16.684086999999998,29.147209999999998,43.31577,58.77131,69.82208000000001,77.08765,84.15221,86.98902000000001
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Fossil","EJ/yr",,43.9586468,57.765716899999994,87.28544,130.345216,179.109274,228.76952999999997,273.60155000000003,307.064078,330.024704,345.091466
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Fossil|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Fossil|w/o CCS","EJ/yr",,43.9586468,57.765716899999994,87.28544,130.345216,179.109274,228.76952999999997,273.60155000000003,307.064078,330.024704,345.091466
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Gas","EJ/yr",,16.7746766,25.958081999999997,41.592392000000004,61.45018,80.11421,93.19253,103.06659000000002,107.00838999999999,103.29184,104.46851
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Gas|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Gas|w/o CCS","EJ/yr",,16.7746766,25.958081999999997,41.592392000000004,61.45018,80.11421,93.19253,103.06659000000002,107.00838999999999,103.29184,104.46851
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Geothermal","EJ/yr",,0.00529559,0.10917835,0.31591897,0.428899139,0.43921676400000004,0.440331759,0.44033646300000007,0.439947612,0.43964183900000003,0.43907383299999997
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Hydro","EJ/yr",,0.4437737,0.5963155,0.7489741999999999,0.9660516,1.2475506,1.5290475000000001,1.8105434,2.0920423,2.3735402,2.5142881
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Non-Biomass Renewables","EJ/yr",,0.45882119,1.077068921,2.354992663,4.796747281999999,8.386013950999999,12.634465429000002,16.406676831000002,18.661758821,19.664974677000004,19.46834994
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Nuclear","EJ/yr",,0.0435564,0.081549422,0.826193851,2.578261725,4.363872232,6.291629044,8.338695371000002,10.35620976,11.44700387,11.575079409999999
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Oil","EJ/yr",,22.582739999999998,24.2701099,29.008961000000003,39.747825999999996,55.679294,76.80569,100.71288000000001,122.96803799999999,142.58065399999998,153.633936
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Oil|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Oil|w/o CCS","EJ/yr",,22.582739999999998,24.2701099,29.008961000000003,39.747825999999996,55.679294,76.80569,100.71288000000001,122.96803799999999,142.58065399999998,153.633936
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Solar","EJ/yr",,3.456E-4,0.223095505,0.596151109,1.5739671039999998,3.421846151,6.025613195,8.565480163,10.069177423,10.881923209000002,10.789310677000001
"GCAM4","SSP5-Baseline","R5.2MAF","Primary Energy|Wind","EJ/yr",,0.009406300000000001,0.148479566,0.693948384,1.8278294389999998,3.2774004360000006,4.639472975,5.590316805,6.060591485999999,5.969869429,5.72567733
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity","EJ/yr",,5.56746661681,9.651601674999998,16.772758268,28.247476888999998,41.910696817,55.25416693300001,67.77578736599999,77.16284562199999,81.62432468099999,84.294817599
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Biomass","EJ/yr",,0.0030204000000000003,0.096605725,0.317934365,0.730243139,1.355850064,2.149932048,3.0453018419999998,3.8489631449999995,4.431797612,4.778133443000001
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",,0.0030204000000000003,0.096605725,0.317934365,0.730243139,1.355850064,2.149932048,3.0453018419999998,3.8489631449999995,4.431797612,4.778133443000001
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Coal","EJ/yr",,1.06047768,1.6584654200000002,2.5447136500000003,3.79392098,5.389899623,7.013860931,8.71655053,10.24833763,11.6589963,13.24264565
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",,1.06047768,1.6584654200000002,2.5447136500000003,3.79392098,5.389899623,7.013860931,8.71655053,10.24833763,11.6589963,13.24264565
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Gas","EJ/yr",,2.68173408681,5.885422896,9.497455496999999,14.613762792,20.174624253,23.940715913,27.224616862,29.201612916,28.784813554,29.213895909000005
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",,2.68173408681,5.885422896,9.497455496999999,14.613762792,20.174624253,23.940715913,27.224616862,29.201612916,28.784813554,29.213895909000005
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Geothermal","EJ/yr",,0.00529559,0.10917835,0.31591897,0.428899139,0.43921676400000004,0.440331759,0.44033646300000007,0.439947612,0.43964183900000003,0.43907383299999997
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Hydro","EJ/yr",,0.4437737,0.5963155,0.7489741999999999,0.9660516,1.2475506,1.5290475000000001,1.8105434,2.0920423,2.3735402,2.5142881
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",,0.45882119,1.0770689679999998,2.354992663,4.796747281999999,8.386013950999999,12.634465429000002,16.406676831000002,18.661758821,19.664974677000004,19.46834994
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Nuclear","EJ/yr",,0.0435564,0.081549422,0.826193851,2.578261725,4.363872232,6.291629044,8.338695371000002,10.35620976,11.44700387,11.575079409999999
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Oil","EJ/yr",,1.31985686,0.8524892439999999,1.231468242,1.734540971,2.240436694,3.223563568,4.04394593,4.845963350000001,5.636738668,6.016713247000001
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Solar","EJ/yr",,3.456E-4,0.223095552,0.596151109,1.5739671039999998,3.421846151,6.025613195,8.565480163,10.069177423,10.881923209000002,10.789310677000001
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Electricity|Wind","EJ/yr",,0.009406300000000001,0.148479566,0.693948384,1.8278294389999998,3.2774004360000006,4.639472975,5.590316805,6.060591485999999,5.969869429,5.72567733
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Gases","EJ/yr",,16.61979985,24.625014099999998,34.80820636,48.454460669999996,62.392338040000006,72.50212970000001,81.50250864,87.44798928,88.57740383,91.98860382
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Gases|Biomass","EJ/yr",,5.44E-4,0.00243063,0.00534094,0.012936590000000001,0.029862740000000002,0.05499829999999999,0.08065464,0.11153728,0.16443883,0.17584082
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Gases|Coal","EJ/yr",,0.07388310000000001,0.08413667,0.19445442,0.52939608,1.3329133,2.7351444000000003,4.246773,6.257133999999999,10.000821,11.591503
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Gases|Natural Gas","EJ/yr",,16.54537275,24.538446800000003,34.608411000000004,47.912128,61.029562,69.71198700000001,77.17508099999999,81.079318,78.41214400000001,80.22126
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Hydrogen","EJ/yr",,0.0,0.036966907,0.17417499099999997,0.528723906,1.162572419,1.746822482,2.3387070530000003,2.8790173250000004,3.3741715890000004,3.655332921
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Hydrogen|Biomass","EJ/yr",,0.0,0.0011815999999999999,0.004930930000000001,0.014405160000000002,0.03200894,0.0454805,0.05810521,0.07139807000000001,0.085375,0.08911465
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Hydrogen|Biomass|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Hydrogen|Biomass|w/o CCS","EJ/yr",,0.0,0.0011815999999999999,0.004930930000000001,0.014405160000000002,0.03200894,0.0454805,0.05810521,0.07139807000000001,0.085375,0.08911465
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Hydrogen|Electricity","EJ/yr",,0.0,0.0030019219999999998,0.013112678000000001,0.037700416,0.07861125899999999,0.108346072,0.13742613300000003,0.173601745,0.211122079,0.228106701
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Liquids","EJ/yr",,21.42290883,24.804300569000002,36.529183601,55.532023467,78.990891787,107.21332376000001,134.1205405,156.59876839999998,174.68874193,184.37493437
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Liquids|Biomass","EJ/yr",,0.0,0.5406503,1.3832475199999998,2.2400273,2.99563665,3.61790977,3.7617450999999997,3.717959,3.60267693,3.49891567
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP5-Baseline","R5.2MAF","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",,0.0,0.5406503,1.3832475199999998,2.2400273,2.99563665,3.61790977,3.7617450999999997,3.717959,3.60267693,3.49891567
