"MODEL","SCENARIO","REGION","VARIABLE","UNIT",2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Geothermal","EJ/yr",,0.245125699,1.559415018,2.66092417351,3.37372914832615,3.7710976007829,3.93319652610961,4.04100825223174,4.04976169669528,4.00146043926513,3.97056662516605
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Hydro","EJ/yr",,12.3909307,13.0198439,13.6647437,14.6095264,15.8542282,17.0989167,18.3436002,19.5883008,20.8329875,21.4553438
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",,13.98674225799,21.5291764114401,29.2692921905213,40.7493076363564,56.4780389701781,80.3697695503936,107.322234512247,127.360559998195,139.088127305205,151.007866932266
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Nuclear","EJ/yr",,9.9226372,13.909292943,20.111588412,31.989691371,51.510161859,77.495563684,106.263576027,130.21473448,148.43163076,165.247769
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Oil","EJ/yr",,3.465578685,1.62005583159,2.0498160279943,1.5432280336355,1.9010087079764,2.4348601526058,2.4640367119905,1.80781714542272,1.73248984522888,1.60036187295109
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Solar","EJ/yr",,0.12050423729,1.6138859883901,3.2530936881613,7.3850183938803,14.3635189495952,26.009378581284,41.437989001015,54.6791964495,64.11350881194,72.2456662061
"GCAM4","SSP2-45","World","Secondary Energy|Electricity|Wind","EJ/yr",,1.2301816217,5.33603150505,9.69053062885,15.38103369415,22.4891942198,33.328277743,43.499637059,49.043301052,50.140170554,53.336290301
"GCAM4","SSP2-45","World","Secondary Energy|Gases","EJ/yr",,114.3028423114,139.2031937534,167.6918098929,180.816602515,190.300887741,183.98872076,170.91421248,161.040533644,156.629156864,148.707753728
"GCAM4","SSP2-45","World","Secondary Energy|Gases|Biomass","EJ/yr",,1.0254292924,1.5113086184,1.9974486329,3.259856175,4.140141671,4.3093872,3.88358181,2.50682244,1.45984034,0.4131479
"GCAM4","SSP2-45","World","Secondary Energy|Gases|Coal","EJ/yr",,0.337131269,0.665211835,1.47989326,1.18349134,1.31493107,1.04839256,0.51965967,0.286905204,0.207984524,0.089704828
"GCAM4","SSP2-45","World","Secondary Energy|Gases|Natural Gas","EJ/yr",,112.94028175,137.0266733,164.214468,176.373255,184.845815,178.630941,166.510971,158.246806,154.961332,148.204901
"GCAM4","SSP2-45","World","Secondary Energy|Hydrogen","EJ/yr",,0.0,0.33814104664,1.04455669791,2.03333885287,3.41662328278,4.85987295052,7.01301842402,9.433543392243,11.8454961098756,14.2025541526463
"GCAM4","SSP2-45","World","Secondary Energy|Hydrogen|Biomass","EJ/yr",,0.0,0.01532094022,0.04315488762,0.11118847069,0.22279611279,0.35121776508,0.62460421662,0.877157521203,1.0232638067892,1.21400231501712
"GCAM4","SSP2-45","World","Secondary Energy|Hydrogen|Biomass|w/ CCS","EJ/yr",,0.0,0.00483133592,0.01077426362,0.06259175669,0.17103370179,0.31965083028,0.6061664534,0.8629741432,1.0097777303905,1.2078405852714
"GCAM4","SSP2-45","World","Secondary Energy|Hydrogen|Biomass|w/o CCS","EJ/yr",,0.0,0.0104896043,0.032380624,0.048596714,0.051762411,0.0315669348,0.01843776322,0.014183378003,0.0134860763987,0.00616172974572
"GCAM4","SSP2-45","World","Secondary Energy|Hydrogen|Electricity","EJ/yr",,0.0,0.04165193563,0.12264758934,0.29719431894,0.5678933062,0.8327504157,1.2803783325,2.0380153932,2.9030182425,3.853827367
"GCAM4","SSP2-45","World","Secondary Energy|Liquids","EJ/yr",,168.5915717701,193.189462607414,228.250366213502,246.639830645716,264.243982826834,278.182017482277,281.770559114016,282.604623296585,286.997769511651,282.395264527703
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Biomass","EJ/yr",,0.01707771,4.996991025,10.48664103,15.4062058813,20.3201002601,27.0765481341,34.8077542374,48.0141220548,58.218213062635,71.6873834378067
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",,0.0,0.575846095,1.75026067,3.7235626413,7.3573191181,13.5227466941,23.9472282874,41.3934055718,54.132514564635,69.8963457069067
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",,0.01707771,4.42114493,8.73638036,11.68264324,12.962781142,13.55380144,10.86052595,6.620716483,4.085698498,1.7910377309
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Coal","EJ/yr",,0.116821,2.656132721,12.529668242,16.5754061927,13.8599644758,9.95248201979,4.65032639275,2.864881526006,2.09329729940519,1.37142549517784
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Coal|w/ CCS","EJ/yr",,0.0,0.213122631,1.419119782,2.3709017427,3.2755224548,4.03435804479,3.63211112355,2.808761901306,2.07836286593919,1.36815369254204
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Coal|w/o CCS","EJ/yr",,0.116821,2.44301009,11.11054846,14.20450445,10.584442021,5.918123975,1.0182152692,0.0561196247,0.014934433466,0.0032718026358
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Gas","EJ/yr",,0.2117966761,4.4355768017,20.8207845559,30.0941154616,35.16044170839,39.28776154,34.05910457,26.68749071,22.31055367,18.50216464
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Gas|w/ CCS","EJ/yr",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Gas|w/o CCS","EJ/yr",,0.2117966761,4.4355768017,20.8207845559,30.0941154616,35.16044170839,39.28776154,34.05910457,26.68749071,22.31055367,18.50216464
"GCAM4","SSP2-45","World","Secondary Energy|Liquids|Oil","EJ/yr",,165.841493,180.749538,184.0426504,184.1573775,194.400468,201.3350839,207.7138139,204.4166578,203.6553407,189.9751763
"GCAM4","SSP2-45","World","Secondary Energy|Solids","EJ/yr",,70.95687965,83.54618831,93.54965294,77.7689427,68.80515747,54.95331393,39.39686028,27.37931312,20.467551892,13.219337093
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Demand|Crops","million t DM/yr",,1476.0226655535694,1698.0272773758848,1892.3548953428076,2061.028661549489,2212.2754963875477,2271.784625543443,2281.8370223200213,2219.92189462832,2132.436567680044,2018.3698113856678
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Demand|Crops|Energy","million t DM/yr",,251.3862290846028,599.9162621891395,944.7576983988874,1283.1241101103394,1537.6912357976069,1714.154886204364,1854.5519368917428,2021.3457694702656,2168.9112081944904,2300.459233440008
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Demand|Livestock","million t DM/yr",,64.0604412766999,84.30968179074965,99.42076457386467,114.8039413876894,131.61371795163805,139.17353077656836,142.50024035916735,139.0829138839558,133.95718066156442,126.59051972441318
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Production|Crops|Energy","million t DM/yr",,0.0,35.130166807250845,64.45958584910119,94.03116052289705,137.38585850765136,199.97701623653714,241.07021757988014,289.44967615634897,341.36487031904016,420.84205724105675
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Production|Crops|Non-Energy","million t DM/yr",,1342.778841480776,1462.7239804812202,1608.889462170167,1714.8516349359152,1844.926774369014,2011.6070347629436,2149.604352823256,2246.1319356721096,2309.3708155579693,2332.6469696488493
"GCAM4","SSP2-60","R5.2ASIA","Agricultural Production|Livestock","million t DM/yr",53.61354944386725,61.91969181091338,82.16897604313182,97.279931600656,112.66322258258661,129.47294233834342,137.03270272735227,140.35957447174596,136.94201684529767,131.81649861564395,124.44986905069692
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity","GW",,1168.051036135195,1696.8173684217184,2466.2625354725647,3104.6855977373507,3768.901486265122,4308.000506647284,4838.4977174355745,5315.571423607695,5770.245300296919,6195.35180219516
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Biomass","GW",,3.3207722127092882,14.264329575722973,33.176537635559356,55.90740773956747,81.52793633161318,101.86866598082355,124.59616084641357,157.08998062698183,185.17674169227232,203.2449635940274
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Coal","GW",,633.333403253425,1015.3047092608442,1358.5981347903987,1546.0550770405255,1657.5187408322233,1705.8978878291075,1717.9521007324563,1407.2506386909004,1016.3814785512191,573.5516342350996
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Gas","GW",,136.91341958396748,229.88780140157272,347.4701105878992,440.59400868848286,512.1124140902464,507.79905828180506,463.0757780718862,435.38122645674747,425.920266286308,420.41084489995546
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Geothermal","GW",,2.7753995037417543,14.17680860762303,21.64078892020231,25.037965683980214,28.226428203521365,29.177915296174223,29.419110218067047,30.014867977364,30.12115071517385,30.180999162783646
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Nuclear","GW",,37.26420598680871,75.03124471503463,161.8818619989853,271.5803061051922,401.85598610406464,500.5509967444612,607.0560942696883,847.6368122498451,1110.9524444726314,1428.4400632081845
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Oil","GW",,194.73915525114148,93.9777588787418,122.02321240685241,94.15242528035418,85.28090644780956,82.36941336934771,82.06561104331162,96.98851943472945,113.73815477218105,103.29654273663435
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Other","GW",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Solar","GW",,1.1438166064180608,48.87199873486995,129.0318728090226,290.7751645697074,541.9265939663114,885.7952913796744,1271.4005005084443,1637.9527756844382,1997.0569130460985,2361.084316953597
"GCAM4","SSP2-60","R5.2ASIA","Capacity|Electricity|Wind","GW",,18.05902853277281,56.978207163594305,136.26468099259918,211.8288746056959,274.39053917441163,291.17208858526766,322.25568667554546,465.27247720130674,635.6068883942164,811.1972715626586
"GCAM4","SSP2-60","R5.2ASIA","Emissions|BC","Mt BC/yr",,3.03464527900964,2.882079719853621,2.8372182600146862,2.246940654364431,1.5717371058743552,1.403056897704157,1.1723651960710129,0.9975602628891461,0.869295721894397,0.7567137585991681
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CH4","Mt CH4/yr",,155.36635802300955,148.03008365918194,167.5127087707107,169.45884932759856,174.7040522807031,172.63588901729173,162.30498694102369,149.98055142027135,134.76854051293307,113.77152406398217
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CH4|Fossil Fuels and Industry","Mt CH4/yr",66.72335084900001,76.59125906099999,60.45927327900001,67.196742353,59.920156352,55.59225513300001,52.54247838,46.673317275,41.073570497,34.780973583,26.258923574999997
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CH4|Land Use","Mt CH4/yr",,78.77471000291455,87.57030356999208,100.31544057343899,109.53817215294039,119.1112903057076,120.09293531036523,115.63124248916762,108.90660786056065,99.98724476550495,88.44289062189846
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO","Mt CO/yr",,311.72592574454467,261.96469823937446,228.62564520393423,198.61191240797845,164.17730795046518,153.40367349024132,134.47974620047017,120.34788397859343,109.30800556147109,98.26480367561521
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO2","Mt CO2/yr",,14566.211920311182,18017.688958234114,23163.222010905007,25706.019607330298,26636.04551373967,27006.381397639114,25896.84516469083,22075.109996272073,17343.05705709767,12009.680938152358
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",,634.30521,942.2640761563323,1292.8082811475322,1748.3162617879939,2227.2125411085376,2588.80060874948,2865.550451026748,3261.8486366270554,3803.425258656907,4505.847034219527
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",,0.0,7.323924186333328,18.472170476466633,49.08292405829993,97.19492169126664,136.41821157260995,178.87167650769996,255.65080777602668,395.3468709732667,693.4859412382012
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",,13230.600855481933,18333.383743213188,23412.253967315668,25596.287718005293,26505.736523663603,26688.467486461246,25851.22454146149,22210.2077554679,17672.20683149129,12544.679671197491
"GCAM4","SSP2-60","R5.2ASIA","Emissions|CO2|Land Use","Mt CO2/yr",,1335.6110648292574,-315.69478497908636,-249.0319564105959,109.73188932495975,130.3089900760928,317.91391117792,45.620623229347494,-135.09775919583723,-329.14977439361746,-534.9987330451347
"GCAM4","SSP2-60","R5.2ASIA","Emissions|F-Gases","Mt CO2-equiv/yr",,303.58953037411,604.1643400781759,1106.05149344803,1137.132456586666,1015.5096858513001,769.204974371064,476.89459449105595,253.90399194986603,164.55384438804,116.84401386013002
"GCAM4","SSP2-60","R5.2ASIA","Emissions|Kyoto Gases","Mt CO2-equiv/yr",,18560.50092932695,23841.55555590059,30071.31906572133,32358.93150459789,33310.36396325034,33175.90879279207,31725.460612402683,27496.67976462282,22422.67283579842,16644.077030830504
"GCAM4","SSP2-60","R5.2ASIA","Emissions|N2O","kt N2O/yr",,3813.7785517217067,4011.628466823223,4545.211941919525,4635.545912825741,4745.3166848819665,4683.068320358276,4474.843743644685,4287.528605317758,4066.825954268843,3804.564827301672
"GCAM4","SSP2-60","R5.2ASIA","Emissions|N2O|Land Use","kt N2O/yr",,3002.1206714010073,3056.8207522046096,3375.9069993101098,3571.3028121545885,3785.0904446828904,3938.7378034034095,3970.168334953984,3912.308592926259,3795.400714010003,3624.3470311437522
"GCAM4","SSP2-60","R5.2ASIA","Emissions|NH3","Mt NH3/yr",,25.08227273714504,29.050320794651938,32.312946884347454,34.627104043974555,37.05541181275176,39.219069842761456,40.67997974283239,41.22203203149216,41.29238666156749,40.67636332116025
"GCAM4","SSP2-60","R5.2ASIA","Emissions|NOx","Mt NO2/yr",,43.512238603782656,49.50759585688151,52.10256174042928,45.05953580040484,35.67536394205437,33.43699004079327,30.747962007094333,26.07506839342905,21.77773993470891,17.561003929531626
"GCAM4","SSP2-60","R5.2ASIA","Emissions|OC","Mt OC/yr",,11.632018201957248,7.953953204090106,6.852770433722349,5.586797572556574,3.8853958018190413,3.927368756735895,3.029385986450575,2.419472236241489,2.170976441338425,2.002981139235643
"GCAM4","SSP2-60","R5.2ASIA","Emissions|Sulfur","Mt SO2/yr",,47.16215550994281,50.897220892381604,51.207640524990424,45.223655508128616,36.63002976278208,33.04553063739113,28.34515149159163,21.33892754745902,14.83613638207522,9.320806863541625
"GCAM4","SSP2-60","R5.2ASIA","Emissions|VOC","Mt VOC/yr",,57.21937679563688,48.77862807013713,44.88791860649535,41.585145894353246,35.41410806122985,33.50989850913972,30.658905093647935,28.553718199695826,26.546394425891062,23.41367913989795
"GCAM4","SSP2-60","R5.2ASIA","Energy Service|Transportation|Freight","bn tkm/yr",,9893.959798000002,16639.8062,24134.57611,29576.530829999996,34407.799,38152.60544,41388.16587999999,43853.2005,45514.388020000006,46283.15271
"GCAM4","SSP2-60","R5.2ASIA","Energy Service|Transportation|Passenger","bn pkm/yr",,27273.220557999997,34951.310521700005,41494.820780899994,46353.32064699999,50022.87824300001,52499.42525,53383.24003000001,53008.83427,52101.25821000001,50731.155779999994
"GCAM4","SSP2-60","R5.2ASIA","Final Energy","EJ/yr",,132.098454079215,176.89506666441878,220.1502867561851,248.5302870715652,270.48587621809304,284.94305872505197,293.231175343196,295.041642219756,291.38784955595696,283.643543167352
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Electricity","EJ/yr",,20.626903289945997,32.984166994789796,47.28256057369921,59.0059053557829,70.156448679908,77.881486554364,84.86429979318702,90.78134166932598,96.81413628011201,103.45272635880002
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Gases","EJ/yr",,8.249330701268999,14.31943511273,20.405631253143,25.165268713927997,28.715096663070995,31.324385619030004,33.162783407999996,34.40928032729,35.53308275553,36.224210821629995
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Heat","EJ/yr",,3.0529687,4.2345554,4.9295475,4.8816915,4.5901018,4.0595768,3.3118902,2.4877774,1.6593713,0.98586407
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Hydrogen","EJ/yr",,0.0,0.07463104139900001,0.21823996556300002,0.42827425855459994,0.708258191664,0.8962662345879999,1.1096658720090002,1.3196030726399999,1.5663239745850002,1.808418969282
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Industry","EJ/yr",,72.133936869,97.39601687000003,118.88869135789999,131.77769224608002,140.86358538244,144.77094497699,144.40008813711998,140.1753813524,133.22239225139998,125.049823391
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Liquids","EJ/yr",,41.269587599000005,59.549109091300004,79.03346288768,92.7172353904,103.78215842455,113.62278638317,121.16910517459996,125.3577097539,124.90327534050002,119.4637207719
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Residential and Commercial","EJ/yr",,37.587571949998996,47.36018111573,58.27928169334,65.48141213143,71.22087563825998,74.97822006808998,77.33822149593999,78.05265477604,77.25625236049001,75.37355690337002
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Solids","EJ/yr",,58.899663789000016,65.73316902420001,68.28084457610001,66.33191185289999,62.533812458899995,57.158557133900004,49.61343089539999,40.685929996599995,30.91165990523,21.708602175739998
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Solids|Biomass","EJ/yr",,22.316848589,19.3810025416,16.5236733907,15.832805941799998,14.6733781488,13.4524744003,12.438953597300001,11.3834641583,10.122363671300002,8.48466776598
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Solids|Biomass|Traditional","EJ/yr",,18.91489816,14.581845399999999,10.53727218,8.41438712,6.51720619,5.0941154,3.8932323699999998,2.97967919,2.282556026,1.7890650250000002
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Solids|Coal","EJ/yr",,36.58281519999999,46.352166482600005,51.7571711854,50.4991059111,47.8604343101,43.7060827336,37.1744772981,29.302465838299998,20.78929623393,13.223934409759998
"GCAM4","SSP2-60","R5.2ASIA","Final Energy|Transportation","EJ/yr",,20.753902160216,30.0027852986888,40.74230100494521,49.0276553940555,56.193678297393,63.101142579972,69.59401771013601,75.14190339131599,79.455351144067,81.94584347298199
"GCAM4","SSP2-60","R5.2ASIA","GDP|PPP","billion US$2005/yr",,18451.460607031284,36403.63142404488,59464.92036685376,81806.74688259632,104068.05095054349,125582.92725675962,147759.15727003696,169847.69688915755,191674.13352088953,213512.0941817886
"GCAM4","SSP2-60","R5.2ASIA","Land Cover|Built-up Area","million ha",,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001,11.232549460000001
"GCAM4","SSP2-60","R5.2ASIA","Land Cover|Cropland","million ha",,436.3987855099999,440.6840548014112,446.5227632131995,458.81211702485075,473.0982740540844,498.2380730155933,514.9254501973275,524.9476821517,530.7569842428362,533.7502991066525
"GCAM4","SSP2-60","R5.2ASIA","Land Cover|Forest","million ha",,569.56931715,570.06762092,569.33543324,566.7732761699999,566.1025459800001,562.3323987100001,564.4006054900001,570.5844639700001,580.99479332,594.4532488699999
"GCAM4","SSP2-60","R5.2ASIA","Land Cover|Pasture","million ha",,455.85163678000004,457.12885054,458.02432788000004,457.09392196000005,453.26550535,443.5847767599999,434.53225187,425.57978295,416.15483869,405.77169064
"GCAM4","SSP2-60","R5.2ASIA","Population","million",,3678.493,4013.19,4269.945000000001,4432.421,4498.859,4467.803,4359.22,4197.143000000001,3996.839,3783.8469999999993
"GCAM4","SSP2-60","R5.2ASIA","Price|Carbon","US$2005/t CO2",,0.0,0.0,0.0,5.44665927272727,8.87202,14.4515732727273,23.5400776363636,38.3443036363636,62.4586745454545,101.738994545455
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy","EJ/yr",,176.25314901910002,245.28782645675798,318.52080108118105,363.521581164289,393.90008548888403,411.238482622674,415.66958449325955,399.7130210989773,377.693418688573,352.25921619687807
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Biomass","EJ/yr",,23.193114459999997,24.9694854,26.93149418,30.696879120000002,33.17220719000001,34.7758534,36.00326037,37.97970619,39.836968025999994,41.595588025
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Biomass|Traditional","EJ/yr",,18.91489816,14.581845399999999,10.53727218,8.41438712,6.51720619,5.0941154,3.8932323699999998,2.97967919,2.282556026,1.7890650250000002
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Biomass|w/ CCS","EJ/yr",,0.0,0.09235675580717974,0.23982103169508964,0.6409682986918126,1.2419766768693332,1.7358509211123194,2.244759428204801,3.0256237863779134,4.2741804858047505,6.991433539047286
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Biomass|w/o CCS","EJ/yr",,23.193114459999997,24.877128644192815,26.69167314830492,30.055910821308135,31.930230513130713,33.040002478887686,33.75850094179524,34.95408240362208,35.562787540195224,34.60415448595274
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Coal","EJ/yr",,87.32393849999998,125.529781,163.364309,178.37681600000002,182.04763,180.86367,169.79787,133.43383000000003,92.73119,52.17181000000001
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Coal|w/ CCS","EJ/yr",,0.0,0.18345931120502998,0.7785701638560126,2.462576671030023,5.076270680534756,6.8326614386909,7.668067877854569,9.265094480920078,11.275200002588704,13.116931429975516
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Coal|w/o CCS","EJ/yr",,87.32393849999998,125.34632168879492,162.585738836144,175.91423932896998,176.97135931946517,174.03100856130902,162.1298021221454,124.16873551907996,81.45598999741134,39.054878570024464
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Fossil","EJ/yr",,148.14126598000001,212.8700685,279.36212370000004,314.48626199999995,334.9128810000001,344.05619700000005,339.908959,308.516679,269.4330289999999,224.767163
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Fossil|w/ CCS","EJ/yr",,0.0,0.3025101301264803,1.108353393865833,3.101426651477081,6.16908777021791,8.312560068210958,9.406171711072915,11.526957687635331,14.181785093549735,17.371830062463275
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Fossil|w/o CCS","EJ/yr",,148.14126598000001,212.56755836987355,278.25377030613424,311.3848353485223,328.74379322978166,335.74363693178856,330.5027872889272,296.9897213123647,255.25124390645033,207.39533293753678
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Gas","EJ/yr",,14.897142,28.693306999999997,50.764160000000004,66.02069,75.58760000000001,78.93029999999999,75.30404,71.14115,69.82006200000001,69.885948
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Gas|w/ CCS","EJ/yr",,0.0,0.0928835658067571,0.2957944020109648,0.5928194974097871,1.038854022051977,1.4206848400621699,1.6672914739524283,2.156562604367962,2.733554332057014,3.979434241194304
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Gas|w/o CCS","EJ/yr",,14.897142,28.60042343419323,50.46836559798903,65.42787050259017,74.54874597794795,77.50961515993781,73.63674852604755,68.98458739563205,67.08650766794298,65.90651375880574
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Geothermal","EJ/yr",,0.070019999,0.35766386899999997,0.5459711355100001,0.6316778286479999,0.712118911861,0.73612378942412,0.74220884786957,0.7572391012273209,0.7599204871629781,0.7614303916780361
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Hydro","EJ/yr",,3.5446927,3.7420494,3.9401162999999997,4.257470199999999,4.6941195,5.1307605999999994,5.5674076999999995,6.0040539,6.4406922,6.6590197999999985
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Non-Biomass Renewables","EJ/yr",,3.8611209791,5.318705756757999,7.632587441180999,10.630339164289001,14.409359958884002,18.199593612674118,22.52765623325957,29.158668848977317,36.89192500257298,45.35390792187803
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Nuclear","EJ/yr",,1.0576476000000001,2.1295668,4.594595760000001,7.70810088,11.40563734,14.20683861,17.229708889999998,24.05796706,31.53149666,40.54255725
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Oil","EJ/yr",,45.92018548,58.6469805,65.2336547,70.08875600000002,77.277651,84.262227,94.807049,103.941699,106.881777,102.709405
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Oil|w/ CCS","EJ/yr",,0.0,0.02616725311469369,0.03398882799885559,0.04603048303727242,0.05396306763117809,0.05921378945788435,0.07081235926591711,0.10530060234730089,0.17303075890401654,0.27546439129345085
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Oil|w/o CCS","EJ/yr",,45.92018548,58.620813246885305,65.19966587200113,70.04272551696268,77.2236879323688,84.2030132105421,94.73623664073406,103.83639839765274,106.70874624109602,102.43394060870656
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Solar","EJ/yr",,0.0072142801000000005,0.41040335425799995,1.1697682349710001,2.6682828564409995,4.936126926623,7.92515579015,11.33996512459,15.20768775565,19.66906289921,25.1424991522
"GCAM4","SSP2-60","R5.2ASIA","Primary Energy|Wind","EJ/yr",,0.23919400000000002,0.8085891335000001,1.9767317706999998,3.0729082792,4.0669946204,4.4075534331,4.878074560799999,7.1896880921,10.022249416200001,12.790958578000001
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity","EJ/yr",,24.32656014815484,39.05081964778883,56.13879719615431,69.9398958526993,82.80991734544129,91.17831485504162,98.42375055931366,104.36562704466921,110.3526944250084,116.96849540510955
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Biomass","EJ/yr",,0.083779098,0.35987191799999996,0.8370042326999999,1.41047680838,2.0568520001230004,2.5700242002970004,3.143411622762,3.9631917032419994,4.671786980806,5.127626537521
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",,0.0,0.003080354,0.0089070485,0.03715742328,0.09373997365299999,0.138701804207,0.205416175062,0.423173622342,0.913746465106,1.849751678321
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",,0.083779098,0.35679156399999995,0.8280971841999999,1.3733193851,1.9631120264700002,2.43132239609,2.9379954477,3.5400180809,3.7580405156999994,3.2778748592
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Coal","EJ/yr",,15.978241763999998,25.614919449000002,34.275800622999995,39.005114327639994,41.817208808708,43.037756632463,43.34186995895901,35.503244913405005,25.642085046072996,14.4700194697905
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",,0.0,0.03255808,0.080328917,0.24861475464000002,0.5731475097080001,0.732424958963,0.8990318689589999,1.720435553405,3.195600692073,4.5730398727905
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",,15.978241763999998,25.582361369,34.19547170599999,38.756499573000006,41.244061298999995,42.30533167349999,42.44283808999999,33.782809359999995,22.446484354,9.896979597
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Gas","EJ/yr",,2.7316413070548404,5.22096781163083,8.2014362119033,10.652060024177299,12.573210614825799,12.5915020195449,11.573372192263598,10.93444509926,10.727852119089999,10.617483717470002
"GCAM4","SSP2-60","R5.2ASIA","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",,0.0,0.042766359999999996,0.14114129,0.29194419,0.5517238838,0.8024432187,1.0019845311000002,1.3612051188,1.7466968189,2.5095451281
